municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Belém (PA),3º trimestre 2022,Ensino fundamental incompleto ou equivalente,231.0
Belém (PA),3º trimestre 2022,Ensino fundamental completo ou equivalente,99.0
Belém (PA),3º trimestre 2022,Ensino médio incompleto ou equivalente,120.0
Belém (PA),3º trimestre 2022,Ensino médio completo ou equivalente,425.0
Belém (PA),3º trimestre 2022,Ensino superior incompleto ou equivalente,83.0
Belém (PA),3º trimestre 2022,Ensino superior completo ou equivalente,285.0
Belém (PA),3º trimestre 2022,Não determinado,0.0
Belém (PA),4º trimestre 2022,Sem instrução e menos de 1 ano de estudo,24.0
Belém (PA),4º trimestre 2022,Ensino fundamental incompleto ou equivalente,233.0
Belém (PA),4º trimestre 2022,Ensino fundamental completo ou equivalente,92.0
Belém (PA),4º trimestre 2022,Ensino médio incompleto ou equivalente,117.0
Belém (PA),4º trimestre 2022,Ensino médio completo ou equivalente,424.0
Belém (PA),4º trimestre 2022,Ensino superior incompleto ou equivalente,93.0
Belém (PA),4º trimestre 2022,Ensino superior completo ou equivalente,287.0
Belém (PA),4º trimestre 2022,Não determinado,0.0
Belém (PA),1º trimestre 2023,Sem instrução e menos de 1 ano de estudo,27.0
Belém (PA),1º trimestre 2023,Ensino fundamental incompleto ou equivalente,231.0
Belém (PA),1º trimestre 2023,Ensino fundamental completo ou equivalente,77.0
Belém (PA),1º trimestre 2023,Ensino médio incompleto ou equivalente,111.0
Belém (PA),1º trimestre 2023,Ensino médio completo ou equivalente,444.0
Belém (PA),1º trimestre 2023,Ensino superior incompleto ou equivalente,89.0
Belém (PA),1º trimestre 2023,Ensino superior completo ou equivalente,278.0
Belém (PA),1º trimestre 2023,Não determinado,0.0
Belém (PA),2º trimestre 2023,Sem instrução e menos de 1 ano de estudo,23.0
Belém (PA),2º trimestre 2023,Ensino fundamental incompleto ou equivalente,234.0
Belém (PA),2º trimestre 2023,Ensino fundamental completo ou equivalente,72.0
Belém (PA),2º trimestre 2023,Ensino médio incompleto ou equivalente,119.0
Belém (PA),2º trimestre 2023,Ensino médio completo ou equivalente,458.0
Belém (PA),2º trimestre 2023,Ensino superior incompleto ou equivalente,95.0
Belém (PA),2º trimestre 2023,Ensino superior completo ou equivalente,271.0
Belém (PA),2º trimestre 2023,Não determinado,0.0
Belém (PA),3º trimestre 2023,Sem instrução e menos de 1 ano de estudo,22.0
Belém (PA),3º trimestre 2023,Ensino fundamental incompleto ou equivalente,239.0
Belém (PA),3º trimestre 2023,Ensino fundamental completo ou equivalente,75.0
Belém (PA),3º trimestre 2023,Ensino médio incompleto ou equivalente,111.0
Belém (PA),3º trimestre 2023,Ensino médio completo ou equivalente,449.0
Belém (PA),3º trimestre 2023,Ensino superior incompleto ou equivalente,98.0
Belém (PA),3º trimestre 2023,Ensino superior completo ou equivalente,263.0
Belém (PA),3º trimestre 2023,Não determinado,0.0
Belém (PA),4º trimestre 2023,Sem instrução e menos de 1 ano de estudo,23.0
Belém (PA),4º trimestre 2023,Ensino fundamental incompleto ou equivalente,241.0
Belém (PA),4º trimestre 2023,Ensino fundamental completo ou equivalente,76.0
Belém (PA),4º trimestre 2023,Ensino médio incompleto ou equivalente,111.0
Belém (PA),4º trimestre 2023,Ensino médio completo ou equivalente,420.0
Belém (PA),4º trimestre 2023,Ensino superior incompleto ou equivalente,102.0
Belém (PA),4º trimestre 2023,Ensino superior completo ou equivalente,279.0
Belém (PA),4º trimestre 2023,Não determinado,0.0
Belém (PA),1º trimestre 2024,Sem instrução e menos de 1 ano de estudo,19.0
Belém (PA),1º trimestre 2024,Ensino fundamental incompleto ou equivalente,235.0
Belém (PA),1º trimestre 2024,Ensino fundamental completo ou equivalente,74.0
Belém (PA),1º trimestre 2024,Ensino médio incompleto ou equivalente,108.0
Belém (PA),1º trimestre 2024,Ensino médio completo ou equivalente,446.0
Belém (PA),1º trimestre 2024,Ensino superior incompleto ou equivalente,95.0
Belém (PA),1º trimestre 2024,Ensino superior completo ou equivalente,288.0
Belém (PA),1º trimestre 2024,Não determinado,0.0
Belém (PA),2º trimestre 2024,Sem instrução e menos de 1 ano de estudo,20.0
Belém (PA),2º trimestre 2024,Ensino fundamental incompleto ou equivalente,231.0
Belém (PA),2º trimestre 2024,Ensino fundamental completo ou equivalente,89.0
Belém (PA),2º trimestre 2024,Ensino médio incompleto ou equivalente,112.0
Belém (PA),2º trimestre 2024,Ensino médio completo ou equivalente,452.0
Belém (PA),2º trimestre 2024,Ensino superior incompleto ou equivalente,103.0
Belém (PA),2º trimestre 2024,Ensino superior completo ou equivalente,282.0
Belém (PA),2º trimestre 2024,Não determinado,0.0
Belém (PA),3º trimestre 2024,Sem instrução e menos de 1 ano de estudo,23.0
Belém (PA),3º trimestre 2024,Ensino fundamental incompleto ou equivalente,234.0
Belém (PA),3º trimestre 2024,Ensino fundamental completo ou equivalente,91.0
Belém (PA),3º trimestre 2024,Ensino médio incompleto ou equivalente,113.0
Belém (PA),3º trimestre 2024,Ensino médio completo ou equivalente,451.0
Belém (PA),3º trimestre 2024,Ensino superior incompleto ou equivalente,90.0
Belém (PA),3º trimestre 2024,Ensino superior completo ou equivalente,295.0
Belém (PA),3º trimestre 2024,Não determinado,0.0
Belém (PA),4º trimestre 2024,Sem instrução e menos de 1 ano de estudo,25.0
Belém (PA),4º trimestre 2024,Ensino fundamental incompleto ou equivalente,188.0
Belém (PA),4º trimestre 2024,Ensino fundamental completo ou equivalente,112.0
Belém (PA),4º trimestre 2024,Ensino médio incompleto ou equivalente,120.0
Belém (PA),4º trimestre 2024,Ensino médio completo ou equivalente,472.0
Belém (PA),4º trimestre 2024,Ensino superior incompleto ou equivalente,91.0
Belém (PA),4º trimestre 2024,Ensino superior completo ou equivalente,293.0
Belém (PA),4º trimestre 2024,Não determinado,0.0
Macapá (AP),1º trimestre 2012,Sem instrução e menos de 1 ano de estudo,14.0
Macapá (AP),1º trimestre 2012,Ensino fundamental incompleto ou equivalente,88.0
Macapá (AP),1º trimestre 2012,Ensino fundamental completo ou equivalente,31.0
Macapá (AP),1º trimestre 2012,Ensino médio incompleto ou equivalente,30.0
Macapá (AP),1º trimestre 2012,Ensino médio completo ou equivalente,87.0
Macapá (AP),1º trimestre 2012,Ensino superior incompleto ou equivalente,22.0
Macapá (AP),1º trimestre 2012,Ensino superior completo ou equivalente,30.0
Macapá (AP),1º trimestre 2012,Não determinado,0.0
Macapá (AP),2º trimestre 2012,Sem instrução e menos de 1 ano de estudo,13.0
Macapá (AP),2º trimestre 2012,Ensino fundamental incompleto ou equivalente,81.0
Macapá (AP),2º trimestre 2012,Ensino fundamental completo ou equivalente,34.0
Macapá (AP),2º trimestre 2012,Ensino médio incompleto ou equivalente,31.0
Macapá (AP),2º trimestre 2012,Ensino médio completo ou equivalente,95.0
Macapá (AP),2º trimestre 2012,Ensino superior incompleto ou equivalente,22.0
Macapá (AP),2º trimestre 2012,Ensino superior completo ou equivalente,32.0
Macapá (AP),2º trimestre 2012,Não determinado,0.0
Macapá (AP),3º trimestre 2012,Sem instrução e menos de 1 ano de estudo,13.0
Macapá (AP),3º trimestre 2012,Ensino fundamental incompleto ou equivalente,85.0
Macapá (AP),3º trimestre 2012,Ensino fundamental completo ou equivalente,35.0
Macapá (AP),3º trimestre 2012,Ensino médio incompleto ou equivalente,27.0
Macapá (AP),3º trimestre 2012,Ensino médio completo ou equivalente,100.0
Macapá (AP),3º trimestre 2012,Ensino superior incompleto ou equivalente,25.0
Macapá (AP),3º trimestre 2012,Ensino superior completo ou equivalente,30.0
Macapá (AP),3º trimestre 2012,Não determinado,0.0
Macapá (AP),4º trimestre 2012,Sem instrução e menos de 1 ano de estudo,16.0
Macapá (AP),4º trimestre 2012,Ensino fundamental incompleto ou equivalente,81.0
Macapá (AP),4º trimestre 2012,Ensino fundamental completo ou equivalente,33.0
Macapá (AP),4º trimestre 2012,Ensino médio incompleto ou equivalente,38.0
Macapá (AP),4º trimestre 2012,Ensino médio completo ou equivalente,90.0
Macapá (AP),4º trimestre 2012,Ensino superior incompleto ou equivalente,18.0
Macapá (AP),4º trimestre 2012,Ensino superior completo ou equivalente,35.0
Macapá (AP),4º trimestre 2012,Não determinado,0.0
Macapá (AP),1º trimestre 2013,Sem instrução e menos de 1 ano de estudo,23.0
Macapá (AP),1º trimestre 2013,Ensino fundamental incompleto ou equivalente,85.0
Macapá (AP),1º trimestre 2013,Ensino fundamental completo ou equivalente,30.0
Macapá (AP),1º trimestre 2013,Ensino médio incompleto ou equivalente,34.0
Macapá (AP),1º trimestre 2013,Ensino médio completo ou equivalente,95.0
Macapá (AP),1º trimestre 2013,Ensino superior incompleto ou equivalente,20.0
Macapá (AP),1º trimestre 2013,Ensino superior completo ou equivalente,33.0
Macapá (AP),1º trimestre 2013,Não determinado,0.0
Macapá (AP),2º trimestre 2013,Sem instrução e menos de 1 ano de estudo,28.0
Macapá (AP),2º trimestre 2013,Ensino fundamental incompleto ou equivalente,82.0
Macapá (AP),2º trimestre 2013,Ensino fundamental completo ou equivalente,35.0
Macapá (AP),2º trimestre 2013,Ensino médio incompleto ou equivalente,33.0
Macapá (AP),2º trimestre 2013,Ensino médio completo ou equivalente,95.0
Macapá (AP),2º trimestre 2013,Ensino superior incompleto ou equivalente,18.0
Macapá (AP),2º trimestre 2013,Ensino superior completo ou equivalente,39.0
Macapá (AP),2º trimestre 2013,Não determinado,0.0
Macapá (AP),3º trimestre 2013,Sem instrução e menos de 1 ano de estudo,21.0
Macapá (AP),3º trimestre 2013,Ensino fundamental incompleto ou equivalente,80.0
Macapá (AP),3º trimestre 2013,Ensino fundamental completo ou equivalente,36.0
Macapá (AP),3º trimestre 2013,Ensino médio incompleto ou equivalente,36.0
Macapá (AP),3º trimestre 2013,Ensino médio completo ou equivalente,93.0
Macapá (AP),3º trimestre 2013,Ensino superior incompleto ou equivalente,22.0
Macapá (AP),3º trimestre 2013,Ensino superior completo ou equivalente,37.0
Macapá (AP),3º trimestre 2013,Não determinado,0.0
Macapá (AP),4º trimestre 2013,Sem instrução e menos de 1 ano de estudo,18.0
Macapá (AP),4º trimestre 2013,Ensino fundamental incompleto ou equivalente,79.0
Macapá (AP),4º trimestre 2013,Ensino fundamental completo ou equivalente,31.0
Macapá (AP),4º trimestre 2013,Ensino médio incompleto ou equivalente,32.0
Macapá (AP),4º trimestre 2013,Ensino médio completo ou equivalente,101.0
Macapá (AP),4º trimestre 2013,Ensino superior incompleto ou equivalente,25.0
Macapá (AP),4º trimestre 2013,Ensino superior completo ou equivalente,43.0
Macapá (AP),4º trimestre 2013,Não determinado,0.0
Macapá (AP),1º trimestre 2014,Sem instrução e menos de 1 ano de estudo,19.0
Macapá (AP),1º trimestre 2014,Ensino fundamental incompleto ou equivalente,66.0
Macapá (AP),1º trimestre 2014,Ensino fundamental completo ou equivalente,39.0
Macapá (AP),1º trimestre 2014,Ensino médio incompleto ou equivalente,34.0
Macapá (AP),1º trimestre 2014,Ensino médio completo ou equivalente,107.0
Macapá (AP),1º trimestre 2014,Ensino superior incompleto ou equivalente,25.0
Macapá (AP),1º trimestre 2014,Ensino superior completo ou equivalente,45.0
Macapá (AP),1º trimestre 2014,Não determinado,0.0
Macapá (AP),2º trimestre 2014,Sem instrução e menos de 1 ano de estudo,16.0
Macapá (AP),2º trimestre 2014,Ensino fundamental incompleto ou equivalente,75.0
Macapá (AP),2º trimestre 2014,Ensino fundamental completo ou equivalente,38.0
Macapá (AP),2º trimestre 2014,Ensino médio incompleto ou equivalente,31.0
Macapá (AP),2º trimestre 2014,Ensino médio completo ou equivalente,106.0
Macapá (AP),2º trimestre 2014,Ensino superior incompleto ou equivalente,21.0
Macapá (AP),2º trimestre 2014,Ensino superior completo ou equivalente,44.0
Macapá (AP),2º trimestre 2014,Não determinado,0.0
Macapá (AP),3º trimestre 2014,Sem instrução e menos de 1 ano de estudo,17.0
Macapá (AP),3º trimestre 2014,Ensino fundamental incompleto ou equivalente,77.0
Macapá (AP),3º trimestre 2014,Ensino fundamental completo ou equivalente,41.0
Macapá (AP),3º trimestre 2014,Ensino médio incompleto ou equivalente,31.0
Macapá (AP),3º trimestre 2014,Ensino médio completo ou equivalente,100.0
Macapá (AP),3º trimestre 2014,Ensino superior incompleto ou equivalente,21.0
Macapá (AP),3º trimestre 2014,Ensino superior completo ou equivalente,50.0
Macapá (AP),3º trimestre 2014,Não determinado,0.0
Macapá (AP),4º trimestre 2014,Sem instrução e menos de 1 ano de estudo,18.0
Macapá (AP),4º trimestre 2014,Ensino fundamental incompleto ou equivalente,74.0
Macapá (AP),4º trimestre 2014,Ensino fundamental completo ou equivalente,38.0
Macapá (AP),4º trimestre 2014,Ensino médio incompleto ou equivalente,30.0
Macapá (AP),4º trimestre 2014,Ensino médio completo ou equivalente,102.0
Macapá (AP),4º trimestre 2014,Ensino superior incompleto ou equivalente,22.0
Macapá (AP),4º trimestre 2014,Ensino superior completo ou equivalente,49.0
Macapá (AP),4º trimestre 2014,Não determinado,0.0
Macapá (AP),1º trimestre 2015,Sem instrução e menos de 1 ano de estudo,15.0
Macapá (AP),1º trimestre 2015,Ensino fundamental incompleto ou equivalente,79.0
Macapá (AP),1º trimestre 2015,Ensino fundamental completo ou equivalente,36.0
Macapá (AP),1º trimestre 2015,Ensino médio incompleto ou equivalente,29.0
Macapá (AP),1º trimestre 2015,Ensino médio completo ou equivalente,106.0
Macapá (AP),1º trimestre 2015,Ensino superior incompleto ou equivalente,21.0
Macapá (AP),1º trimestre 2015,Ensino superior completo ou equivalente,50.0
Macapá (AP),1º trimestre 2015,Não determinado,0.0
Macapá (AP),2º trimestre 2015,Sem instrução e menos de 1 ano de estudo,14.0
Macapá (AP),2º trimestre 2015,Ensino fundamental incompleto ou equivalente,89.0
Macapá (AP),2º trimestre 2015,Ensino fundamental completo ou equivalente,34.0
Macapá (AP),2º trimestre 2015,Ensino médio incompleto ou equivalente,27.0
Macapá (AP),2º trimestre 2015,Ensino médio completo ou equivalente,104.0
Macapá (AP),2º trimestre 2015,Ensino superior incompleto ou equivalente,23.0
Macapá (AP),2º trimestre 2015,Ensino superior completo ou equivalente,46.0
Macapá (AP),2º trimestre 2015,Não determinado,0.0
Macapá (AP),3º trimestre 2015,Sem instrução e menos de 1 ano de estudo,16.0
Macapá (AP),3º trimestre 2015,Ensino fundamental incompleto ou equivalente,82.0
Macapá (AP),3º trimestre 2015,Ensino fundamental completo ou equivalente,34.0
Macapá (AP),3º trimestre 2015,Ensino médio incompleto ou equivalente,29.0
Macapá (AP),3º trimestre 2015,Ensino médio completo ou equivalente,110.0
Macapá (AP),3º trimestre 2015,Ensino superior incompleto ou equivalente,23.0
Macapá (AP),3º trimestre 2015,Ensino superior completo ou equivalente,47.0
Macapá (AP),3º trimestre 2015,Não determinado,0.0
Macapá (AP),4º trimestre 2015,Sem instrução e menos de 1 ano de estudo,13.0
Macapá (AP),4º trimestre 2015,Ensino fundamental incompleto ou equivalente,83.0
Macapá (AP),4º trimestre 2015,Ensino fundamental completo ou equivalente,30.0
Macapá (AP),4º trimestre 2015,Ensino médio incompleto ou equivalente,28.0
Macapá (AP),4º trimestre 2015,Ensino médio completo ou equivalente,106.0
Macapá (AP),4º trimestre 2015,Ensino superior incompleto ou equivalente,26.0
Macapá (AP),4º trimestre 2015,Ensino superior completo ou equivalente,55.0
Macapá (AP),4º trimestre 2015,Não determinado,0.0
Macapá (AP),1º trimestre 2016,Sem instrução e menos de 1 ano de estudo,13.0
Macapá (AP),1º trimestre 2016,Ensino fundamental incompleto ou equivalente,77.0
Macapá (AP),1º trimestre 2016,Ensino fundamental completo ou equivalente,30.0
Macapá (AP),1º trimestre 2016,Ensino médio incompleto ou equivalente,31.0
Macapá (AP),1º trimestre 2016,Ensino médio completo ou equivalente,110.0
Macapá (AP),1º trimestre 2016,Ensino superior incompleto ou equivalente,28.0
Macapá (AP),1º trimestre 2016,Ensino superior completo ou equivalente,51.0
Macapá (AP),1º trimestre 2016,Não determinado,0.0
Macapá (AP),2º trimestre 2016,Sem instrução e menos de 1 ano de estudo,13.0
Macapá (AP),2º trimestre 2016,Ensino fundamental incompleto ou equivalente,75.0
Macapá (AP),2º trimestre 2016,Ensino fundamental completo ou equivalente,29.0
Macapá (AP),2º trimestre 2016,Ensino médio incompleto ou equivalente,36.0
Macapá (AP),2º trimestre 2016,Ensino médio completo ou equivalente,107.0
Macapá (AP),2º trimestre 2016,Ensino superior incompleto ou equivalente,25.0
Macapá (AP),2º trimestre 2016,Ensino superior completo ou equivalente,57.0
Macapá (AP),2º trimestre 2016,Não determinado,0.0
Macapá (AP),3º trimestre 2016,Sem instrução e menos de 1 ano de estudo,10.0
